dataSplit,map,shuffle,reduce,dataCombine,dataLocality,networkFault,networkTraffic,CPUusage,Musage,makespan,anomaly_label
0.261,0.5625,0.541,0.7124999999999999,0.5533333333333333,1,0,0.016091569609457956,0.9923529411764704,0.7163636363636363,0.5410063942174033,0
0.6509999999999999,0.8366666666666664,0.17899999999999994,0.3274999999999999,0.4833333333333333,0,0,0.05372774930394722,0.0358823529411767,0.07181818181818178,0.5857659160411453,1
0.18200000000000005,0.6616666666666666,0.20199999999999996,0.44999999999999996,0.44666666666666666,1,0,0.0619800506676254,0.6770588235294124,0.6499999999999999,0.4108979705309981,0
0.715,0.4700000000000002,0.5949999999999999,0.7175,0.2400000000000001,0,0,0.03475330886349005,0.13823529411764657,0.33545454545454545,0.5996663886572142,1
0.061000000000000054,0.3866666666666667,0.05899999999999994,0.5275000000000001,0.5199999999999999,1,0,0.08836902084395876,0.42294117647058815,0.4972727272727271,0.2666110647762021,0
0.793,0.6333333333333333,0.4720000000000001,0.47,0.45166666666666655,0,0,0.02120515371688001,0.07764705882352896,0.10545454545454547,0.6494300806227413,1
0.10099999999999998,0.7058333333333331,0.7580000000000001,0.7075,0.5716666666666667,1,0,0.089337223982676,0.9429411764705886,0.5309090909090908,0.6071726438698912,0
0.795,0.7833333333333332,0.767,0.26249999999999996,0.016666666666666607,0,0,0.020308855129051943,0.07529411764705873,0.4154545454545455,0.6864053377814845,1
0.267,0.688333333333333,0.2539999999999999,0.5,0.4733333333333333,1,0,0.05802697256757774,0.6423529411764708,0.9354545454545451,0.4678899082568808,0
0.7839999999999999,0.9324999999999997,0.15600000000000003,0.7625,0.1283333333333333,0,0,0.07981405148700282,0.040000000000000036,0.00909090909090926,0.637475674172922,1
0.31399999999999995,0.6141666666666663,0.241,0.44500000000000006,0.3749999999999999,1,0,0.018527963345401036,0.8182352941176472,0.8736363636363635,0.4300806227411733,0
0.868,0.32833333333333314,0.3749999999999999,0.71,0.125,0,0,0.052015417673469726,0.25529411764705934,0.3372727272727274,0.5137614678899081,1
0.386,0.48249999999999993,0.05599999999999994,0.08499999999999996,0.16166666666666663,1,0,0.06390475155305468,0.7017647058823533,0.8209090909090908,0.27912149013066423,0
0.902,0.5983333333333332,0.5140000000000001,0.08999999999999997,0.5950000000000001,0,0,0.06030785180973721,0.3088235294117645,0.24090909090909074,0.6613844870725603,1
0.241,0.5733333333333337,0.3789999999999999,0.6275,0.5833333333333334,1,0,0.07111861742598428,0.737058823529412,0.6736363636363634,0.4895746455379484,0
0.672,0.28833333333333355,0.31099999999999983,0.16249999999999998,0.485,0,0,0.08172035818499536,0.3335294117647063,0.020909090909090988,0.42730052821795916,1
0.16399999999999992,0.6916666666666664,0.1439999999999999,0.22999999999999998,0.2766666666666667,1,0,0.03604257418292183,0.31294117647058783,0.9154545454545455,0.34695579649708064,0
0.64,0.6758333333333333,0.7519999999999999,0.6950000000000001,0.45999999999999985,0,0,0.04210763944048226,0.05294117647058805,0.2745454545454544,0.7253266611064773,1
0.19800000000000006,0.25416666666666643,0.7240000000000001,0.28,0.05666666666666664,1,0,0.05464076988035418,0.9047058823529408,0.5018181818181815,0.34056157909368934,0
0.7900000000000001,0.94,0.733,0.8799999999999999,0.2733333333333333,0,0,0.0033393811192026952,0.28058823529411736,0.17454545454545478,0.8393105365582432,1
0.20000000000000007,0.3158333333333334,0.08599999999999997,0.6125,0.43333333333333324,1,0,0.0363586197670627,0.40882352941176503,0.580909090909091,0.28412566027244934,0
0.767,0.8083333333333336,0.356,0.2925,0.07833333333333325,0,0,0.06933270904575971,0.014705882352941124,0.16727272727272702,0.586321934945788,1
0.008000000000000007,0.12416666666666698,0.20399999999999985,0.5249999999999999,0.58,1,0,0.041002315995418176,0.6647058823529406,0.9363636363636361,0.21434528773978312,0
0.9010000000000001,0.2575000000000003,0.0010000000000000009,0.9375,0.18000000000000005,0,0,0.0001471534994941597,0.057647058823529385,0.5381818181818181,0.4298026132888517,1
0.395,0.35749999999999993,0.42600000000000005,0.5674999999999999,0.18166666666666664,1,0,0.05016931013436118,0.8935294117647059,0.7327272727272729,0.3997775924381428,0
0.9900000000000001,0.4883333333333333,0.7539999999999999,0.9875,0.06166666666666665,0,0,0.07340116886700165,0.3329411764705883,0.54,0.7267167083680846,1
0.05999999999999994,0.3766666666666669,0.31599999999999995,0.5149999999999999,0.29000000000000004,1,0,0.058914910161116364,0.36058823529411743,0.9372727272727275,0.29469001946066165,0
0.866,0.7058333333333331,0.42899999999999994,0.020000000000000018,0.3633333333333332,0,0,0.03530346228773526,0.10235294117646987,0.12909090909090892,0.6171809841534615,1
0.397,0.16083333333333316,0.5199999999999999,0.8325,0.6566666666666666,1,0,0.027920704330158946,0.7717647058823527,0.9618181818181815,0.46955796497080904,0
0.701,0.7149999999999999,0.06399999999999995,0.4125000000000001,0.3716666666666667,0,0,0.06465724103910436,0.33705882352941163,0.3190909090909093,0.5179316096747291,1
0.274,0.16000000000000014,0.3769999999999999,0.16749999999999998,0.495,1,0,0.021404145380968707,0.7688235294117645,0.8300000000000001,0.29441201000834005,0
0.7439999999999999,0.4916666666666667,0.31300000000000006,0.5149999999999999,0.31166666666666665,0,0,0.030382181048970343,0.02470588235294091,0.25090909090909097,0.5259938837920493,1
0.3440000000000001,0.7274999999999996,0.07399999999999995,0.21750000000000003,0.6549999999999999,1,0,0.010993035291756895,0.6117647058823534,0.9027272727272724,0.4512093411175977,0
0.797,0.9550000000000001,0.0010000000000000009,0.11250000000000004,0.3816666666666667,0,0,0.013411034840263203,0.2711764705882356,0.08090909090909104,0.5754795663052545,1
0.08099999999999996,0.6608333333333332,0.2919999999999999,0.9275,0.05833333333333324,1,0,0.08556307116042239,0.2958823529411765,0.5090909090909093,0.3958854601056436,0
0.769,0.8166666666666664,0.272,0.4724999999999999,0.19666666666666666,0,0,0.07002667157178331,0.3011764705882358,0.4245454545454548,0.6060606060606062,1
0.17400000000000004,0.41083333333333316,0.727,0.3174999999999999,0.3766666666666666,1,0,0.05855204300895463,0.5829411764705883,0.71,0.4445371142618848,0
0.769,0.8816666666666664,0.7380000000000001,0.5825,0.5533333333333333,0,0,0.02586389973495648,0.29117647058823515,0.3918181818181816,0.829024186822352,1
0.32900000000000007,0.5666666666666664,0.3589999999999999,0.6799999999999999,0.41333333333333344,1,0,0.07170890362281881,0.35294117647058787,0.8854545454545457,0.48373644703919916,0
0.715,0.8108333333333331,0.14600000000000002,0.8400000000000001,0.62,0,0,0.007402824343870972,0.19235294117647062,0.28909090909090907,0.6655546288573813,1
0.278,0.3975000000000004,0.7480000000000001,0.32000000000000006,0.525,1,0,0.04596874660334607,0.3694117647058821,0.5836363636363635,0.4998609952738391,0
0.771,0.9091666666666662,0.041999999999999926,0.10750000000000004,0.6033333333333334,0,0,0.01517018803876157,0.1541176470588237,0.5072727272727269,0.6007784264664997,1
0.138,0.3058333333333336,0.273,0.050000000000000044,0.62,1,0,0.04937836007458007,0.4900000000000002,0.8018181818181818,0.28412566027244934,0
0.8250000000000001,0.605,0.517,0.5800000000000001,0.6416666666666665,0,0,0.009322508632726604,0.12941176470588278,0.4463636363636363,0.7053099805393381,1
0.21600000000000008,0.48333333333333295,0.374,0.48,0.5099999999999999,1,0,0.07361855471852712,0.9570588235294117,0.5554545454545452,0.4225743675284961,0
0.6609999999999999,0.9933333333333336,0.28200000000000003,0.575,0.19333333333333336,0,0,0.05702532545170272,0.08235294117647118,0.22999999999999998,0.6485960522657772,1
0.28700000000000003,0.2683333333333331,0.386,0.905,0.6649999999999999,1,0,0.06980594132254207,0.5458823529411765,0.6236363636363635,0.44703919933277736,0
0.9230000000000002,0.9283333333333332,0.7720000000000001,0.37749999999999995,0.43166666666666653,0,0,0.023546232117923463,0.30529411764705827,0.39454545454545453,0.8537670280789544,1
0.29100000000000004,0.020000000000000018,0.32100000000000006,0.6875,0.30500000000000005,1,0,0.043448742924508586,0.9447058823529408,0.9472727272727273,0.2629969418960243,0
0.8630000000000001,0.25249999999999995,0.541,0.5075000000000001,0.21666666666666667,0,0,0.014780565704873622,0.12529411764705856,0.39363636363636356,0.5259938837920493,1
0.25,0.06583333333333341,0.483,0.5925,0.04999999999999993,1,0,0.008998102054296298,0.513529411764706,0.8899999999999997,0.25882680011120374,0
0.9640000000000001,0.3816666666666664,0.273,0.8899999999999999,0.15166666666666673,0,0,0.04644197888012842,0.32764705882352896,0.06454545454545446,0.5543508479288295,1
0.235,0.010833333333333695,0.3410000000000001,0.9624999999999999,0.08999999999999997,1,0,0.0028711654389940054,0.33058823529411807,0.7881818181818181,0.2446483180428134,0
0.844,0.9041666666666668,0.10099999999999998,0.8049999999999999,0.5183333333333334,0,0,0.034748292266916385,0.31352941176470583,0.1299999999999999,0.699193772588268,1
0.31300000000000006,0.374166666666667,0.7859999999999999,0.4275,0.47999999999999987,1,0,0.034412180296480854,0.6058823529411761,0.8154545454545454,0.5168195718654431,0
0.646,0.5274999999999999,0.42299999999999993,0.10499999999999998,0.09666666666666668,0,0,0.0005752364071135337,0.1776470588235295,0.3490909090909091,0.4598276341395606,1
0.016000000000000014,0.6958333333333333,0.2300000000000001,0.22999999999999998,0.0033333333333332993,1,0,0.0894643110958755,0.5076470588235287,0.5090909090909093,0.2855157075340562,0
0.993,0.9283333333333332,0.09699999999999998,0.8875,0.6,0,0,0.06215061495112998,0.06823529411764717,0.3918181818181816,0.7703641923825411,1
0.09000000000000002,0.31000000000000005,0.08599999999999997,0.31000000000000005,0.29333333333333333,1,0,0.0006421243614290612,0.5717647058823525,0.4681818181818178,0.19460661662496515,0
0.672,0.7558333333333334,0.41600000000000004,0.8999999999999999,0.11333333333333329,0,0,0.08698109579191157,0.23588235294117688,0.23636363636363633,0.6324715040311373,1
0.271,0.4275000000000002,0.525,0.97,0.5883333333333333,1,0,0.013457856408284072,0.5376470588235289,0.5554545454545452,0.5287739783152625,0
0.6010000000000001,0.9250000000000003,0.4820000000000001,0.02749999999999997,0.6249999999999999,0,0,0.011807396135548438,0.24588235294117666,0.3481818181818177,0.6758409785932724,1
0.08700000000000002,0.13000000000000034,0.7400000000000001,0.4225000000000001,0.2516666666666666,1,0,0.030148073208866,0.7570588235294116,0.4963636363636361,0.32110091743119273,0
0.61,0.5850000000000004,0.31700000000000006,0.12250000000000005,0.265,0,0,0.048102472346011386,0.19941176470588218,0.41909090909090896,0.46955796497080904,1
0.29500000000000004,0.35749999999999993,0.247,0.35250000000000004,0.6066666666666666,1,0,0.09269667148817337,0.3564705882352941,0.9400000000000004,0.3691965526827914,0
0.8240000000000002,0.7424999999999997,0.6170000000000001,0.9650000000000001,0.04833333333333334,0,0,0.07942275695425699,0.24705882352941178,0.24636363636363612,0.7225465665832635,1
0.273,0.4916666666666667,0.22799999999999987,0.6475,0.3833333333333332,1,0,0.004240696303604425,0.6276470588235297,0.790909090909091,0.3981095357242146,0
0.8080000000000002,0.3241666666666667,0.33399999999999996,0.4950000000000001,0.29999999999999993,0,0,0.006680434437263278,0.034117647058823586,0.31999999999999984,0.4895746455379484,1
0.352,0.14583333333333348,0.62,0.75,0.2783333333333333,1,0,0.0446493817044723,0.8335294117647063,0.6090909090909089,0.4075618571031414,0
0.8470000000000001,0.6966666666666668,0.5930000000000001,0.6325000000000001,0.38,0,0,0.03035877026495991,0.34999999999999964,0.27909090909090883,0.7253266611064773,1
0.20199999999999996,0.024166666666666448,0.07300000000000006,0.012499999999999956,0.1349999999999999,1,0,0.05519426770231516,0.3441176470588232,0.7454545454545456,0.06727828746177367,0
0.86,0.936666666666667,0.406,0.9850000000000001,0.3416666666666667,0,0,0.07111192863055274,0.2264705882352933,0.12636363636363646,0.7898248540450374,1
0.351,0.6108333333333333,0.22399999999999998,0.6325000000000001,0.34666666666666657,1,0,0.05008570019146677,0.6388235294117646,0.5763636363636362,0.4506533222129552,0
0.6369999999999999,0.7575000000000003,0.656,0.4325000000000001,0.41000000000000003,0,0,0.07327073735608637,0.027058823529411136,0.2854545454545452,0.68751737559077,1
0.389,0.7233333333333332,0.6920000000000001,0.8200000000000001,0.6549999999999999,1,0,0.062867988261164,0.7829411764705885,0.7463636363636361,0.7011398387545176,0
0.68,0.7274999999999996,0.6710000000000002,0.05500000000000005,0.125,0,0,0.060550320644130996,0.2876470588235289,0.3290909090909091,0.6041145398943562,1
